price,street_address,longitude,latitude,zipcode,bathrooms,bedrooms,interest_level,outdoor space,dishwasher,elevator,pool,furnished,in unit wash/dryer,in building wash/dryer,fitness center,parking spot,pet policy,doorman,near_restaurants_1_5_miles,moderate_restaurants_3_miles,far_restaurants_7_5_miles
3895,257 Gold St.,-73.983,40.6969,11201,2,2,low,1,1,1,1,0,1,1,1,0,1,1,0,7,86
3200,441 1st St,-73.978,40.6721,11215,1,3,medium,0,1,0,0,0,0,0,0,0,1,0,0,0,67
5400,210 E 22 St.,-73.9831,40.7377,10010,1,3,medium,0,1,1,0,0,1,1,0,0,1,1,9,34,60
6100,560 W 43 St.,-73.9978,40.7612,10036,2,4,medium,1,1,1,1,0,1,1,1,0,1,1,12,26,66
2600,1636 Norman St,-73.9022,40.6959,11385,1,3,medium,0,0,0,0,0,0,1,0,0,1,0,0,15,65
2700,182 East 95th Street,-73.9503,40.7845,10128,1,1,medium,1,1,1,0,0,0,1,0,0,0,0,9,13,53
2400,75 Sherman Ave,-73.9264,40.8631,10040,1,2,low,0,0,0,0,0,0,0,0,0,0,0,7,9,28
2910,491 Columbus Avenue,-73.973,40.7848,10024,1,2,low,0,0,0,0,0,0,0,0,0,0,0,9,19,53
4200,520 West 48th Street,-73.9938,40.7637,10036,2,2,low,1,1,1,0,0,0,1,1,0,1,1,15,29,66
3000,140 East 46th Street,-73.974,40.7538,10017,1,1,low,0,0,1,0,0,0,0,0,0,0,0,15,31,66
1900,74-21 260th St,-73.7142,40.7493,11004,1,2,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,10
4295,10 Liberty Street,-74.0081,40.7074,10038,1,1,low,1,1,1,1,0,1,1,1,0,1,1,0,14,85
2100,75 Pineapple St,-73.9929,40.6983,11201,1,1,high,0,1,0,0,0,0,0,0,0,0,0,0,14,86
4600,344 7th Ave.,-73.9821,40.6666,11215,1,3,low,0,1,0,0,0,1,0,0,0,1,0,0,2,60
2795,436 East 89th Street,-73.9466,40.778,10128,1,1,low,0,0,0,0,0,0,0,0,0,0,0,9,15,68
2600,25-38 22nd St,-73.9243,40.7734,11102,1,3,medium,0,0,0,0,0,0,0,0,0,0,0,0,11,70
4300,475 West Broadway,-73.9999,40.7266,10012,1,1,low,0,1,0,0,0,0,0,0,0,0,0,17,28,62
5005,180 West 20th Street,-73.9969,40.742,10011,1,1,low,0,0,1,0,0,0,0,0,0,1,1,10,34,60
3045,132 Thompson St #20,-74.0014,40.7261,10012,1,2,medium,0,0,0,0,0,0,0,0,0,0,0,17,24,62
1950,145 Edgecombe Ave.,-73.945,40.8217,10030,1,2,medium,0,1,0,0,0,0,1,0,0,1,0,3,8,44
5500,522 E 5th St.,-73.9834,40.7243,10009,1,3,low,0,1,0,0,0,1,0,0,0,1,0,14,24,72
3500,341 E 82 Street,-73.952,40.7748,10028,2,2,low,1,0,0,0,0,0,0,0,0,0,0,9,17,68
3000,888 8 Ave.,-73.9847,40.7637,10019,1,1,medium,0,1,1,0,0,0,1,0,0,0,1,15,29,66
2895,697 Tenth Avenue,-73.9932,40.7633,10036,1,1,low,0,0,0,0,0,0,0,0,0,1,0,15,29,66
2950,257 Gold Street,-73.983,40.6969,11201,1,1,low,0,0,0,1,0,0,0,1,0,1,0,0,7,86
1900,928 Columbus Ave,-73.9634,40.799,10025,1,0,medium,0,1,0,0,0,0,0,0,0,0,0,0,12,60
1700,18-16 Summerfield St,-73.8987,40.6981,11385,1,2,medium,0,0,0,0,0,0,0,0,0,0,0,0,15,62
3100,200 Water Street,-73.9833,40.7113,10002,1,2,medium,1,1,0,0,1,1,0,0,0,0,0,6,14,73
3400,519 E 82nd St,-73.9478,40.773,10028,1,3,medium,0,1,0,0,0,0,1,0,0,0,0,9,17,68
6000,301 W 17 Street,-74.0014,40.7419,10011,2,3,low,0,0,0,0,0,0,0,0,0,0,0,17,34,60
2800,515 W 156th St.,-73.943,40.8327,10032,1,3,medium,0,0,1,0,0,0,0,0,0,1,0,3,8,33
5295,51 Leroy Street,-74.005,40.7304,10014,2,3,medium,0,0,1,0,0,0,0,0,0,1,0,19,28,60
4295,140th and Broadway,-73.9528,40.8233,10031,4,4,low,0,0,0,0,0,0,0,0,0,0,0,3,8,41
2400,1339 Hancock St,-73.9092,40.6945,11237,0,3,low,0,0,0,0,0,0,0,0,0,0,0,11,15,73
2900,2 Gold,-74.0099,40.7066,10005,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,14,85
2090,155 E 52nd St.,-73.9704,40.7575,10022,1,0,high,0,0,1,0,0,0,1,0,0,0,1,9,31,66
3400,150 W 47th St,-73.9838,40.7586,10036,1,2,low,0,1,1,0,0,0,1,0,0,0,0,15,29,66
3150,444 E 88th St,-73.9469,40.7773,10128,1,1,low,0,1,0,0,0,0,0,0,0,0,0,9,15,68
8500,255 West 88th Street,-73.9759,40.7898,10024,3,3,low,0,0,1,0,0,0,0,0,0,1,1,0,15,53
2195,476 Degraw Street,-73.9892,40.6812,11231,1,1,medium,1,0,0,0,0,0,0,0,0,1,0,0,0,76
2950,137 East 29th Street,-73.9812,40.7432,10016,1,1,medium,0,1,1,0,0,0,1,0,0,1,0,5,34,63
3000,213 W 115th Street,-73.9539,40.8031,10026,1,2,low,0,0,0,0,0,0,0,0,0,0,0,0,15,46
8100,220 East 22nd Street,-73.9827,40.7376,10010,3,4,low,0,1,1,0,0,0,1,0,0,1,1,9,34,60
7477,535 East 14th Street,-73.9786,40.7299,10009,2,5,low,0,1,1,0,0,0,0,0,0,0,0,7,33,66
3150,3333 Broadway,-73.9578,40.8198,10031,1,3,medium,0,0,1,0,0,0,1,0,0,0,0,3,6,41
3778,220 E 85 Street,-73.9536,40.7775,10028,1,3,medium,0,1,0,0,0,0,0,0,0,0,0,9,15,68
2395,1223 Bushwick Avenue,-73.9151,40.688,11221,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,21,70
4750,100 John Street,-74.0065,40.7081,10038,2,4,low,0,1,1,1,0,1,0,1,0,0,1,0,14,85
2600,593 President Street,-73.9828,40.6767,11215,1,1,high,0,0,0,0,0,0,0,0,0,1,0,0,0,67
1900,629 W 173 St.,-73.9391,40.8449,10032,1,2,low,0,0,1,0,0,0,1,0,0,1,0,0,12,27
2600,32 Joralemon Street,-73.9986,40.693600000000004,11201,1,2,low,0,0,0,0,0,0,0,0,0,1,0,0,7,77
3030,324 E 19 Street,-73.9818,40.7349,10003,1,2,medium,0,0,0,0,0,0,0,0,0,0,0,10,34,60
2575,116 John Street,-74.0059,40.7075,10038,1,0,low,0,1,1,0,0,0,0,0,0,1,1,0,14,85
2600,316 West 14th Street,-74.0036,40.7399,10014,1,0,low,0,0,0,0,0,0,1,0,0,1,0,15,34,60
4095,329 East 58th Street,-73.9635,40.7596,10022,1,2,low,0,0,0,0,0,0,0,0,0,0,0,11,26,66
5000,570 Grand,-73.9789,40.714,10002,1.5,3,low,0,0,1,0,0,0,0,1,0,0,0,6,14,73
6200,108 East 96th Street,-73.952,40.786,10128,3,3,low,1,1,1,0,0,1,1,0,0,0,1,9,16,53
3195,250 East 63rd Street,-73.9632,40.7631,10065,1,1,low,0,1,1,0,0,0,0,0,0,0,0,15,26,66
3800,120 W 86 Street,-73.9732,40.7866,10024,1,1,low,0,0,1,0,0,0,1,0,0,1,0,9,19,53
3161,520 W 43rd St.,-73.9963,40.7606,10036,1,1,low,0,1,0,0,0,0,1,1,0,1,1,12,29,66
2850,359 East 62nd Street,-73.9609,40.7619,10065,1,2,medium,0,1,1,0,0,0,1,0,0,0,0,12,26,66
2595,440 West 45th Street,-73.9932,40.761,10036,1,0,high,0,0,0,0,1,0,0,0,0,0,0,15,29,66
2200,539 West 49th Street,-73.994,40.765,10019,1,2,high,0,0,0,0,0,0,0,0,0,0,0,9,29,66
5200,340 E 23rd St.,-73.98,40.7374,10010,1,3,low,0,1,1,0,0,0,1,1,0,0,1,9,34,60
4000,514 West 110th Street,-73.9654,40.8034,10025,2,2,medium,0,1,1,0,1,0,1,0,0,0,1,0,12,46
2650,215 West 83rd Street,-73.9769,40.7862,10024,1,1,medium,0,0,1,0,0,0,0,0,0,1,1,0,19,53
3141,98 Thompson Street,-74.0021,40.7253,10012,1,1,low,0,0,0,0,0,0,0,0,0,0,0,14,24,62
2798,243 Harman St,-73.9202,40.6989,11237,2,3,medium,1,1,0,0,0,0,1,0,0,1,0,15,15,90
2990,E 11 & AVENUE A,-73.9818,40.7284,10009,1,2,medium,0,0,0,0,0,0,1,0,0,0,0,7,28,66
2200,Ninth Ave,-73.9848,40.7692,10019,1,1,low,0,0,0,0,0,0,0,0,0,1,0,10,29,66
2695,98 Christopher Street,-74.0047,40.7332,10014,1,1,low,0,1,0,0,0,0,0,0,0,1,0,19,30,60
7500,460 West 20th Street,-74.0053,40.7456,10011,2,3,medium,1,1,1,0,0,0,1,1,0,0,1,11,34,60
4970,89 Murray Street,-74.0115,40.715,10007,1,1,low,0,1,1,0,0,1,1,1,0,1,1,8,19,64
3300,818 Tenth Avenue,-73.9894,40.7673,10019,1,2,low,0,0,0,0,0,0,0,0,0,0,0,12,29,66
4590,111 Lawrence Street,-73.986,40.6927,11201,2,2,low,0,0,0,0,0,0,0,1,0,1,0,0,6,77
2350,330 East 46th Street,-73.969,40.7516,10017,1,0,medium,1,1,1,0,0,0,1,0,0,0,1,8,37,66
1650,330 Wadsworth Ave #1J,-73.9314,40.8554,10040,1,1,medium,0,0,1,0,0,0,1,0,0,0,0,1,9,28
3025,218 South 3rd Street,-73.9591,40.711,11211,1,2,medium,0,0,0,0,0,0,0,0,0,1,0,0,22,73
2550,228 West 71st Street,-73.9837,40.7783,10023,1,0,low,0,0,1,0,0,0,0,0,0,1,1,1,24,53
2900,253 W 72 St.,-73.9836,40.7798,10023,1,1,low,0,1,1,0,0,0,1,0,0,1,1,1,24,53
3695,500 West 23rd Street,-74.0047,40.7475,10011,1,0,low,1,1,1,0,0,1,1,1,1,1,1,14,34,60
3345,333 E 102 St.,-73.942,40.7874,10029,2,2,low,1,1,1,0,0,0,1,1,0,0,1,0,15,53
3460,795 Columbus Avenue,-73.966,40.7942,10025,1,0,low,0,0,1,0,0,0,0,1,0,1,1,0,13,53
2575,256 WEST 135,-73.9457,40.8159,10030,2,2,low,0,0,0,0,0,1,0,0,0,1,0,3,6,44
2995,888 Eighth Avenue,-73.9848,40.7635,10019,1,1,low,0,0,0,0,0,0,0,0,0,0,1,15,29,66
3200,969 Amsterdam Avenue,-73.9647,40.8013,10025,1,2,low,0,0,0,0,0,0,0,0,0,1,0,0,12,60
3855,207 East 37th Street,-73.976,40.7476,10016,1.5,2,medium,1,1,1,0,0,0,1,0,0,0,0,10,45,66
3650,154 East 29th Street,-73.9808,40.7426,10016,1,1,low,0,0,1,0,0,0,0,0,0,1,1,5,36,63
5500,203 East 4th Street,-73.9839,40.724,10009,2,4,high,1,1,1,0,0,0,1,0,0,0,0,14,24,72
9500,110 Horatio Street,-74.0085,40.7387,10014,2,2,low,1,1,1,0,0,1,1,1,0,0,1,13,30,60
1952,20 Beekman Place,-73.9648,40.7535,10022,1,0,medium,0,1,1,0,0,0,0,0,0,1,1,6,26,66
2300,324 East 52nd Street,-73.9666,40.7555,10022,1,1,medium,0,0,1,0,0,0,1,0,0,0,0,8,31,66
6000,145 4th Ave.,-73.9897,40.7337,10003,2,2,low,1,1,1,0,0,0,1,0,0,0,1,17,33,60
1850,35 Hamilton Place,-73.9521,40.822,10031,1,1,low,0,0,1,0,0,0,0,0,0,0,0,3,8,41
2550,944 Marcy Avenue,-73.9466,40.6809,11216,1,1,low,0,0,1,0,0,0,0,0,0,0,0,0,25,67
2850,504 E 12th St,-73.981,40.7287,10009,1,1,low,0,0,0,0,0,0,0,0,0,1,0,7,31,66
3156,60 Water Street,-73.9914,40.7032,11201,1,0,low,0,0,0,0,0,0,0,0,0,1,1,0,14,86
2350,100 Maiden Lane,-74.0072,40.7067,10038,1,1,medium,0,1,1,0,0,1,1,1,0,0,1,0,14,85
4400,401 E 25th St.,-73.976,40.7376,10010,1,3,low,1,1,1,1,0,1,1,1,0,0,1,3,36,60
4000,243 W 109 Street,-73.966,40.8033,10025,1,3,low,0,1,0,0,0,1,0,0,0,0,0,0,12,47
58020,151 2nd Ave.,-73.9872,40.7296,10003,1,3,low,0,0,0,0,0,0,0,0,0,0,0,14,30,66
1975,354 E 83 Street,-73.9512,40.775,10028,1,0,low,0,1,1,0,0,0,0,0,0,0,0,9,17,68
4000,320 Manhattan Avenue,-73.9576,40.8034,10026,2,3,low,0,0,0,0,0,0,0,0,0,0,0,0,15,46
3550,50 W 97 St.,-73.9659,40.7928,10025,1,2,medium,1,1,1,0,0,0,1,0,0,1,1,0,16,53
3100,127 E 7 St.,-73.984,40.7265,10009,1,1,high,1,1,0,0,0,1,0,0,0,1,0,14,24,68
2050,649 Prospect Place,-73.955,40.675,11216,1,1,low,0,0,0,0,0,0,0,0,0,1,0,0,14,65
7000,247 W 87 St.,-73.9756,40.789,10024,2,3,low,1,1,1,1,0,1,1,1,0,1,1,0,15,53
2750,237 West 100 #2r,-73.9705,40.7977,10025,1,1,medium,0,0,0,0,0,0,0,0,0,0,0,0,13,54
1950,200 Sterling Pl,-73.9725,40.6767,11217,1,1,high,0,0,0,0,0,0,0,0,0,1,0,0,0,67
1900,312 E 92 St,-73.9482,40.7811,10128,1,0,medium,0,1,1,0,0,0,0,0,0,0,0,9,13,68
2275,1751 2nd Avenue,-73.9494,40.7813,10128,1,0,low,0,0,0,0,0,0,0,0,0,0,0,9,15,68
3625,315 W 57 Street,-73.9838,40.7674,10019,1,1,low,0,0,1,0,0,0,0,0,0,0,1,10,29,66
2695,700 West End Avenue,-73.9737,40.7939,10025,1,1,medium,0,0,1,0,0,0,1,0,0,1,1,0,10,53
3295,163 Mulberry Street,-73.9974,40.7198,10013,1,2,low,0,0,0,0,0,0,0,0,0,1,0,14,24,68
2795,351 East 58th Street,-73.9628,40.7593,10022,1,1,low,0,0,0,0,0,0,0,0,0,0,0,11,26,66
2900,206 Avenue B,-73.979,40.7285,10009,1,2,low,0,0,0,0,0,0,0,0,0,0,0,7,31,66
2275,159 East 92nd Street,-73.9519,40.7832,10128,1,1,low,0,0,0,0,0,0,0,0,0,0,0,9,15,53
4995,120 E 11th St.,-73.9893,40.7314,10003,1,3,medium,0,1,0,0,0,0,0,0,0,0,0,17,33,60
2100,239 west 48 street,-73.9863,40.7608,10019,1,1,low,0,0,0,0,0,0,0,0,0,1,0,15,29,66
9095,60 Riverside Boulevard,-73.9914,40.7746,10069,2,2,low,0,0,0,0,0,1,0,0,0,1,1,7,26,51
3420,1 West St.,-74.0161,40.7053,10004,1,2,low,1,1,1,0,0,1,1,1,0,1,1,0,14,78
3200,928 Columbus Avenue,-73.9634,40.799,10025,1,2,low,0,0,0,0,0,0,0,0,0,0,0,0,12,60
2595,82 W 105th St,-73.9632,40.7984,10025,1,2,medium,0,0,0,0,0,0,0,0,0,0,0,0,12,60
3350,260 West 26th Street,-73.9957,40.7465,10001,1,0,low,0,0,1,0,0,0,0,1,0,1,1,14,34,63
3000,375 South End Avenue,-74.0176,40.7113,10280,1,0,low,1,1,1,1,0,0,1,1,1,1,1,0,17,75
3250,108 East 4th Street,-73.9884,40.7255,10003,1,2,high,0,1,0,0,0,1,0,0,0,0,0,14,24,68
2095,341 W 45 Street,-73.9901,40.7601,10036,1,0,low,0,0,1,0,0,0,0,0,0,1,1,15,29,66
2380,4720 Center Boulevard,-73.9572,40.7459,11109,0,0,low,1,0,1,0,0,0,0,1,1,0,1,2,26,66
